"12,,""The thrill of adventure, the feeling of home. Happy holidays from the #VirginFamily to yours.@VirginAtlantic @VirginAustralia @VirginVoyages @VirginLimitedEd @VirginHotels https://t.co/tiGvkqSWhc"",8161232.0,2021-12-17T13:26:24.000Z,1471834162088792066,1471834162088792066,Twitter Media Studio,everyone,en,""{'retweet_count': 34, 'reply_count': 74, 'like_count': 272, 'quote_count': 4}"",,,,['VirginFamily'],0,0,0,1,POSITIVE,0.9987687,3,joy,0.99118096,0.002797207,0.0001428289,0.0023851215,0.99118096,0.00061528414,0.0010776253,0.0018009817,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"13,""[{'type': 'replied_to', 'id': '1471568370914922496'}]"",@CruiseGuy @RyanReynolds @VirginVoyages @TravelLeisure I’ve sailed and I loved it - can't wait to be back on board soon. https://t.co/VgQqEwCgO3,8161232.0,2021-12-16T22:32:03.000Z,1471609093001465857,1471568370914922496,Twitter for iPhone,everyone,en,""{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}"",33785499.0,,,[],0,0,0,1,POSITIVE,0.99886155,3,joy,0.68867576,0.01514469,0.0013035468,0.073129214,0.68867576,0.08020127,0.091710865,0.049834616,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"14,""[{'type': 'replied_to', 'id': '1471480242464333824'}]"",@blakelively @VirginVoyages @VancityReynolds I forgot to mention @VirginVoyages has a tattoo studio on board. Sounds like the perfect opportunity for you to get your matching “Avia-Virgin-Ation” ink. https://t.co/R0EBAM9yhz,8161232.0,2021-12-16T14:07:56.000Z,1471482228937007107,1471480242464333824,Twitter Web App,everyone,en,""{'retweet_count': 12, 'reply_count': 17, 'like_count': 158, 'quote_count': 4}"",8161232.0,,,[],0,0,0,1,POSITIVE,0.99839795,3,joy,0.9425747,0.014749536,0.00031503072,0.0054339785,0.9425747,0.008742039,0.016674109,0.011510605,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"15,,Hey @BlakeLively -- This is your sign to go on a holiday with @VirginVoyages and leave this kid at home. cc: @VancityReynolds https://t.co/IUk2wtxETc,8161232.0,2021-12-16T14:00:03.000Z,1471480242464333824,1471480242464333824,Twitter Media Studio,everyone,en,""{'retweet_count': 104, 'reply_count': 60, 'like_count': 1762, 'quote_count': 12}"",,,,[],0,0,0,1,POSITIVE,0.9940667,2,fear,0.5823139,0.1198858,0.0013909637,0.5823139,0.081197,0.096560046,0.06360826,0.0550441,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"16,,.@VirginStartUp has supported some amazing small businesses – and they have all got some brilliant gifts on offer this Christmas https://t.co/3DnWN5Ce6w #DeckTheSmalls,8161232.0,2021-12-16T11:30:02.000Z,1471442490398068737,1471442490398068737,Hootsuite Inc.,everyone,en,""{'retweet_count': 14, 'reply_count': 26, 'like_count': 108, 'quote_count': 3}"",,,,['DeckTheSmalls'],0,0,0,1,POSITIVE,0.998761,2,fear,0.3695744,0.019262286,0.00070355966,0.3695744,0.33549714,0.085152656,0.033895347,0.15591455,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"17,""[{'type': 'retweeted', 'id': '1471133077359452169'}]"",""RT @VirginStartUp: Are Brits going big on small this Christmas? 🤔 🇬🇧 We’re shining a light on founders this year, and celebrating those w…"",8161232.0,2021-12-16T11:04:06.000Z,1471435965134684160,1471435965134684160,Twitter Web App,everyone,en,""{'retweet_count': 11, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"",,,,[],0,0,0,1,POSITIVE,0.99863064,3,joy,0.8101213,0.040533405,0.00095028867,0.025748497,0.8101213,0.03883015,0.033655446,0.05016089,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"18,""[{'type': 'retweeted', 'id': '1471162947762282497'}]"",""RT @HollyBranson: Shining a light on some of my favourite, purpose-driven start-ups and small businesses – just in time for the festive sea…"",8161232.0,2021-12-16T11:03:51.000Z,1471435899338637312,1471435899338637312,Twitter Web App,everyone,en,""{'retweet_count': 17, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"",,,,[],0,0,0,1,POSITIVE,0.9988172,3,joy,0.9756815,0.0024212871,0.00016107854,0.00082486385,0.9756815,0.0044515766,0.003982028,0.012477715,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"19,,What a festive delight – this must be the best dressed house I’ve seen this Christmas https://t.co/cEvK9umgbM @VirginStartUp #DecktheSmalls @sipfuldrinks https://t.co/4zFfopPb79,8161232.0,2021-12-14T11:17:21.000Z,1470714521740365825,1470714521740365825,Twitter Media Studio,everyone,en,""{'retweet_count': 26, 'reply_count': 34, 'like_count': 197, 'quote_count': 4}"",,,,['DecktheSmalls'],0,0,0,1,POSITIVE,0.9987915,3,joy,0.98537314,0.0014196548,0.00021076965,0.0008018827,0.98537314,0.0016020053,0.002948555,0.007643962,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"20,,“You should dare to dream a dream for others” – beautiful words from @enyamayaro’s grandmother and a powerful reminder. Here’s more from my @Literati interview with Elizabeth: https://t.co/ps5QYr4R4R https://t.co/pKD1mtVESP,8161232.0,2021-12-10T22:06:28.000Z,1469428327924514816,1469428327924514816,Twitter Media Studio,everyone,en,""{'retweet_count': 47, 'reply_count': 72, 'like_count': 223, 'quote_count': 5}"",,,,[],0,0,0,1,POSITIVE,0.9983909,2,fear,0.7985327,0.043749344,0.00046957945,0.7985327,0.062528394,0.04081369,0.035492457,0.018413717,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"21,""[{'type': 'quoted', 'id': '1469391444733530116'}]"",Excited to join @enyamayaro for a special #AskTheAuthor interview as part of my @literati book club. Tune in at 5pm EST tonight (December 10) right here: https://t.co/WXei83PwaE https://t.co/big2cli5Dk,8161232.0,2021-12-10T20:21:25.000Z,1469401890559610880,1469401890559610880,Twitter Web App,everyone,en,""{'retweet_count': 16, 'reply_count': 17, 'like_count': 99, 'quote_count': 4}"",,,,['AskTheAuthor'],0,0,0,1,POSITIVE,0.9987356,3,joy,0.5032589,0.0127172405,0.0005647137,0.1783577,0.5032589,0.11805707,0.03833075,0.14871359,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"22,,""On #HumanRightsDay , remember the devastating impacts of the failed war on drugs. One in five prisoners worldwide is incarcerated for drug-related offences. Time to #standup4humanrights, end criminalisation and focus on people’s health. @cnd_tweets https://t.co/2y35YX21bM"",8161232.0,2021-12-10T16:26:38.000Z,1469342806007517185,1469342806007517185,Twitter for iPhone,everyone,en,""{'retweet_count': 51, 'reply_count': 44, 'like_count': 235, 'quote_count': 15}"",,,,""['HumanRightsDay', 'standup4humanrights,']"",0,0,1,1,POSITIVE,0.99711996,2,fear,0.9109588,0.061574355,0.00046630026,0.9109588,0.00092294475,0.001629293,0.022243952,0.002204314,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"23,,""On #HumanRightsDay, the UN Commission on Narcotic Drugs silences a UN human rights expert's presentation of a study on the impacts of punitive drug policies. That’s a worrying message from the CND. #StandUp4HumanRights!  https://t.co/SAeTVkIlG5"",8161232.0,2021-12-10T16:18:30.000Z,1469340758163472387,1469340758163472387,Twitter for iPhone,everyone,en,""{'retweet_count': 34, 'reply_count': 18, 'like_count': 143, 'quote_count': 6}"",,,,""['HumanRightsDay,', 'StandUp4HumanRights!']"",0,0,1,0,NEGATIVE,0.990981,2,fear,0.98511285,0.0086532645,0.00030337877,0.98511285,0.00030670816,0.00097367715,0.003398968,0.0012511007,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"24,,""We’re delighted to share that @grovecollab, a leading sustainable consumer products company, is to merge with @Virgin Group Acquisition Corp. II: https://t.co/RoS4A89TSR https://t.co/Wwm5eX5CKh"",8161232.0,2021-12-08T13:09:58.000Z,1468568536234676231,1468568536234676231,Twitter Media Studio,everyone,en,""{'retweet_count': 18, 'reply_count': 39, 'like_count': 164, 'quote_count': 6}"",,,,[],0,0,0,1,POSITIVE,0.9986512,3,joy,0.9793322,0.0020334015,0.00020253603,0.0018152857,0.9793322,0.0029208418,0.0031598671,0.010535814,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"25,,""New @globalcdp report spells it out: 60 years of drug prohibition have cost countless lives and wasted billions. We must decriminalise all drug use, regulate drugs and invest in harm reduction. It’s the only way to save lives. #timetoendprohibition https://t.co/BHiU19yMoE"",8161232.0,2021-12-07T19:58:12.000Z,1468308883454242820,1468308883454242820,Twitter Web App,everyone,en,""{'retweet_count': 44, 'reply_count': 36, 'like_count': 231, 'quote_count': 13}"",,,,['timetoendprohibition'],0,0,0,1,POSITIVE,0.99806535,2,fear,0.902112,0.056005083,0.0007660864,0.902112,0.0016501689,0.006075346,0.030845797,0.0025455037,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
26,,These @made51_unhcr decorations are handmade by refugee artisans. They are a beautiful way to celebrate hope &amp;" a great gift if you’re looking for something meaningful this year: https://t.co/mKsaKeJSMz #MADE51gifted https://t.co/fbG7MffTas,8161232.0,2021-11-30T21:13:24.000Z,1465791091907698697,1465791091907698697,Twitter for iPhone,everyone,en,""{'retweet_count': 71, 'reply_count': 58, 'like_count': 238, 'quote_count': 8}"",,,,['MADE51gifted'],0,0,0,1,POSITIVE,0.99881136,3,joy,0.8059519,0.0074777845,0.00039621082,0.032772534,0.8059519,0.058358062,0.027345285,0.06769818,Richard Branson,Tycoon,71,>70,m,@richardbranson";;
"27,""[{'type': 'quoted', 'id': '1465321446201253888'}]"",Thank you for the wonderful tribute @VirginAtlantic https://t.co/DwLgZyGJ1X,8161232.0,2021-11-29T15:14:13.000Z,1465338314580443148,1465338314580443148,Twitter Web App,everyone,en,""{'retweet_count': 39, 'reply_count': 47, 'like_count': 432, 'quote_count': 6}"",,,,[],0,0,0,1,POSITIVE,0.9986177,3,joy,0.5766272,0.016050633,0.0008454253,0.105735205,0.5766272,0.09669815,0.102962345,0.10108105,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"28,,It’s that time of year again – feels like it has crept up on us so quickly! Always wonderful to see the @adventofchange charity advent calendars come out each year - it includes two charities very close to my heart - @bigchange_ and @madebydyslexia: https://t.co/DiHWnGvxbU https://t.co/dDkRQdNVJv,8161232.0,2021-11-28T11:41:08.000Z,1464922302542487554,1464922302542487554,Twitter Media Studio,everyone,en,""{'retweet_count': 44, 'reply_count': 83, 'like_count': 359, 'quote_count': 9}"",,,,[],0,0,0,1,POSITIVE,0.99875855,3,joy,0.6980218,0.009450111,0.0006678948,0.13982253,0.6980218,0.04843954,0.017791934,0.085806146,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"29,""[{'type': 'replied_to', 'id': '1463479261965209606'}]"",@HollyBranson I wouldn’t want to be anywhere else!,8161232.0,2021-11-25T16:56:20.000Z,1463914460297445387,1463479261965209606,Twitter Web App,everyone,en,""{'retweet_count': 2, 'reply_count': 5, 'like_count': 40, 'quote_count': 1}"",217029628.0,,,[],0,0,0,1,POSITIVE,0.9986406,6,surprise,0.2846756,0.07514543,0.0026883902,0.07479841,0.21767937,0.21752788,0.12748496,0.2846756,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"30,,This is the moment we told Keisha Schahaff she’s won @virgingalactic’s @omaze competition and she’s going to space… Her reaction brought tears to my eyes! https://t.co/F6iBgXC5P0 @spacehumanity https://t.co/G9VXuMAhTi,8161232.0,2021-11-24T15:08:24.000Z,1463524912459657219,1463524912459657219,Twitter Media Studio,everyone,en,""{'retweet_count': 109, 'reply_count': 90, 'like_count': 828, 'quote_count': 31}"",,,,[],0,0,0,1,POSITIVE,0.99851054,3,joy,0.9008714,0.0069186576,0.0003037145,0.010831907,0.9008714,0.006135197,0.011824036,0.06311503,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"31,,Here’s what happened when I tried @upsidefoods incredible chicken in The Test Kitchen on board @VirginVoyages: https://t.co/xX52Q0aTMn https://t.co/SA4LlExrOF,8161232.0,2021-11-23T21:00:21.000Z,1463251096583880707,1463251096583880707,Hootsuite Inc.,everyone,en,""{'retweet_count': 30, 'reply_count': 31, 'like_count': 199, 'quote_count': 3}"",,,,[],0,0,0,1,POSITIVE,0.998554,2,fear,0.7097026,0.010172969,0.0010479478,0.7097026,0.1465843,0.06133852,0.013069225,0.058084488,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"32,,One lucky winner is going to space! Ready for the big reveal? Check back tomorrow to find out who won... @omaze @SpaceHumanity https://t.co/2jFCGPo4zC,8161232.0,2021-11-23T19:32:18.000Z,1463228934208856074,1463228934208856074,Hootsuite Inc.,everyone,en,""{'retweet_count': 46, 'reply_count': 59, 'like_count': 452, 'quote_count': 5}"",,,,[],0,0,0,1,POSITIVE,0.9984553,3,joy,0.73921466,0.012597203,0.0005535342,0.031908013,0.73921466,0.025903966,0.014486068,0.17533648,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"33,,""Yes, it tastes like chicken – the best chicken I’ve ever tasted in my life. Wonderful trying @upsidefoods delicious, real meat grown directly from animal cells: https://t.co/xX52PZTiUP https://t.co/bvbUWLM8MK"",8161232.0,2021-11-23T16:29:15.000Z,1463182871460552704,1463182871460552704,Twitter Media Studio,everyone,en,""{'retweet_count': 75, 'reply_count': 79, 'like_count': 393, 'quote_count': 20}"",,,,[],0,0,0,1,POSITIVE,0.9987965,3,joy,0.89099354,0.0023446917,0.0008260043,0.01864253,0.89099354,0.031912487,0.005686883,0.049593914,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"34,,""Thank you for having @HollyBranson and me on your #10xBolder podcast @TheBTeamHQ. We spoke about everything from overcoming fear, embracing failure, and bringing people together to solve the world’s biggest problems. Listen here: https://t.co/Ec0xrEFQ38 #NewLeadershipPlaybook https://t.co/OoHwPQFX3B"",8161232.0,2021-11-22T16:24:36.000Z,1462819312968900609,1462819312968900609,Hootsuite Inc.,everyone,en,""{'retweet_count': 33, 'reply_count': 46, 'like_count': 228, 'quote_count': 3}"",,,,""['NewLeadershipPlaybook', '10xBolder']"",0,0,0,1,POSITIVE,0.99877805,2,fear,0.9923151,0.0018409343,9.324431e-05,0.9923151,0.0024503004,0.0006210508,0.0020705815,0.00060871156,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"35,,""Happy birthday @HollyBranson. Time really does fly, but I’ve enjoyed every single moment of watching you grow into the most wonderful woman. So proud to call you my daughter. https://t.co/QVwXyHacgu"",8161232.0,2021-11-20T10:40:02.000Z,1462007823529918469,1462007823529918469,Hootsuite Inc.,everyone,en,""{'retweet_count': 116, 'reply_count': 567, 'like_count': 2778, 'quote_count': 15}"",,,,[],0,0,0,1,POSITIVE,0.9988472,3,joy,0.8962256,0.0023188905,0.00034193738,0.002577119,0.8962256,0.013249448,0.014083028,0.07120411,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"36,,Love hearing wonderful success stories from dyslexic thinkers. Ando has #dyslexia and used to get caught selling doughnuts at school… Now he runs @thehappaningapp and it’s set to change the way people experience video: https://t.co/wbjmBTKt6U @VirginStartUp,8161232.0,2021-11-19T11:14:12.000Z,1461654035723952128,1461654035723952128,Twitter Web App,everyone,en,""{'retweet_count': 37, 'reply_count': 35, 'like_count': 225, 'quote_count': 13}"",,,,['dyslexia'],0,0,0,1,POSITIVE,0.99867404,2,fear,0.6092542,0.035681583,0.0019014162,0.6092542,0.18277396,0.080934115,0.03403556,0.055419188,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"37,""[{'type': 'replied_to', 'id': '1461401100519673858'}]"",@GovStitt Thanks for choosing life,8161232.0,2021-11-18T21:00:03.000Z,1461439080298958849,1461401100519673858,Twitter Web App,everyone,en,""{'retweet_count': 5, 'reply_count': 14, 'like_count': 39, 'quote_count': 1}"",8.652108776786862e+17,,,[],0,0,0,1,POSITIVE,0.99846226,3,joy,0.5135411,0.011179093,0.00057914085,0.009837998,0.5135411,0.2701067,0.03339086,0.16136512,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"38,""[{'type': 'retweeted', 'id': '1461399574862385154'}]"",RT @helenprejean: BREAKING: @GovStitt grants clemency and commutes Julius Jones’s death sentence to life without parole. The execution sche…,8161232.0,2021-11-18T18:29:16.000Z,1461401134703259650,1461401134703259650,Twitter Web App,everyone,en,""{'retweet_count': 1916, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"",,,,[],0,0,0,1,POSITIVE,0.9920748,3,joy,0.45141858,0.13534003,0.0012150559,0.0979628,0.45141858,0.068676665,0.13737287,0.10801399,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"39,,An open letter to @GovStitt of Oklahoma. I hope you will follow your own Parole Board’s recommendation and grant clemency to Julius Jones: https://t.co/P9jBCjBfux #JusticeforJulius https://t.co/4KfOXaNo9m,8161232.0,2021-11-18T16:19:03.000Z,1461368364086009859,1461368364086009859,Hootsuite Inc.,everyone,en,""{'retweet_count': 156, 'reply_count': 79, 'like_count': 706, 'quote_count': 18}"",,,,['JusticeforJulius'],0,0,0,1,POSITIVE,0.9981793,0,anger,0.4777814,0.4777814,0.00061433285,0.37400395,0.07126309,0.020243922,0.049507953,0.006585311,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"40,""[{'type': 'retweeted', 'id': '1460957612925767680'}]"",RT @VirginOrbit: Announcing! 🚀 Virgin Orbit signed a partnership with @Astroscale_US to drive the future of space sustainability and the on…,8161232.0,2021-11-17T16:41:28.000Z,1461011619039924228,1461011619039924228,Twitter Web App,everyone,en,""{'retweet_count': 56, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"",,,,[],0,0,0,1,POSITIVE,0.99867463,3,joy,0.7634553,0.024663195,0.0011848832,0.05321584,0.7634553,0.034903903,0.018795574,0.10378136,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"41,""[{'type': 'retweeted', 'id': '1460325696262180864'}]"",RT @VirginOrbit: Join us Wednesday November 17 for an investor presentation and look at the new heights we're rocketing to! RSVP by visitin…,8161232.0,2021-11-16T22:23:51.000Z,1460735393524064258,1460735393524064258,Twitter Web App,everyone,en,""{'retweet_count': 23, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"",,,,[],0,0,0,1,POSITIVE,0.99886274,3,joy,0.34392327,0.03611996,0.00069642777,0.075021304,0.34392327,0.31131437,0.020293456,0.21263124,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"42,,Nagaenthran Dharmalingam has received a stay of execution - but it’s only temporary. Singapore should stop his execution for good: https://t.co/DRiSW87Cyx,8161232.0,2021-11-15T18:23:29.000Z,1460312514630197254,1460312514630197254,Hootsuite Inc.,everyone,en,""{'retweet_count': 45, 'reply_count': 113, 'like_count': 253, 'quote_count': 9}"",,,,[],0,0,0,0,NEGATIVE,0.9416039,4,neutral,0.48515376,0.11215678,0.008511661,0.12888843,0.025114637,0.48515376,0.16037285,0.07980186,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"43,,Inspiring to hear how First Step Legal is assisting some of the most disadvantaged and disenfranchised members of the community in Australia. Very proud of @VirginUnite and @_IgnitingChange for supporting this incredible work: https://t.co/XmKG1nlQGZ https://t.co/mnfSPEC0Ts,8161232.0,2021-11-11T23:00:19.000Z,1458932631232524297,1458932631232524297,Hootsuite Inc.,everyone,en,""{'retweet_count': 23, 'reply_count': 33, 'like_count': 189, 'quote_count': 7}"",,,,[],0,0,0,1,POSITIVE,0.99874985,2,fear,0.9367001,0.016183708,0.00030615658,0.9367001,0.016344765,0.0038918492,0.021504985,0.0050683613,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
"44,,""Refreshing and insightful take from @nicolareindorp at @Crisis_Action on the power of doubt to spark self-awareness, curiosity, listening, and never accepting the unacceptable: https://t.co/QjoooeB2wv https://t.co/ddTHRCmB1N"",8161232.0,2021-11-11T17:02:34.000Z,1458842599670878208,1458842599670878208,Hootsuite Inc.,everyone,en,""{'retweet_count': 17, 'reply_count': 28, 'like_count': 112, 'quote_count': 3}"",,,,[],0,0,0,1,POSITIVE,0.99875987,2,fear,0.9832141,0.008137886,9.045097e-05,0.9832141,0.0015076305,0.001216606,0.004492648,0.0013406288,Richard Branson,Tycoon,71,>70,m,@richardbranson";;;
